days_left,stock,price,avg_sales,discount,season_demand,supplier_delay,storage_temp,product_age,category,risk
22,123,306,36,10,0.23,4,0,9,5,0
14,146,402,4,30,0.67,4,4,16,3,0
7,100,271,35,36,0.45,9,4,33,1,0
20,87,224,37,6,0.13,9,5,16,5,0
28,143,188,37,18,0.54,9,7,33,3,0
6,114,444,10,18,0.57,4,2,51,5,1
21,163,90,18,41,0.16,6,5,8,1,0
17,17,113,38,43,0.34,1,1,54,4,0
1,198,68,27,22,0.99,0,6,46,4,0
23,143,81,21,27,0.83,2,5,28,5,0
5,38,125,38,2,0.45,1,9,57,3,0
11,150,400,19,34,0.47,9,2,36,1,0
16,177,151,27,47,0.52,2,8,3,4,0
25,24,467,15,13,0.96,1,2,4,5,0
7,83,148,49,45,0.91,8,7,48,2,0
16,32,64,15,39,0.45,8,6,46,2,0
20,70,461,40,7,0.1,9,5,37,1,0
18,165,181,25,48,0.21,6,1,45,5,0
17,46,392,16,33,0.95,4,4,56,5,0
25,65,433,26,6,0.48,7,1,14,5,0
19,148,68,6,21,0.73,8,7,59,5,0
24,168,395,30,3,0.94,4,4,48,5,0
22,140,62,21,27,0.43,5,5,21,5,0
10,184,317,48,27,0.28,9,0,50,2,0
10,194,168,13,12,0.87,0,2,52,1,0
29,124,79,6,40,0.65,3,9,21,3,0
5,138,455,5,38,0.86,0,6,47,2,0
8,14,99,8,25,0.32,2,2,12,5,0
9,168,311,9,33,0.16,1,2,5,4,0
3,108,53,9,33,0.72,2,0,32,5,0
21,117,105,35,1,0.92,2,5,8,1,0
9,41,36,38,45,0.32,1,1,33,3,0
4,131,58,7,7,0.61,1,1,5,2,1
11,119,53,21,46,0.73,1,9,12,1,0
26,105,187,39,16,0.41,8,7,24,3,0
12,163,119,30,6,0.58,4,1,33,4,0
21,180,21,12,3,0.59,8,1,54,5,0
14,10,428,21,46,0.88,7,7,1,3,0
24,150,227,35,31,0.45,4,4,40,1,0
12,19,447,21,22,0.44,9,4,29,2,0
1,160,291,38,32,0.16,9,8,57,1,0
19,103,423,23,14,0.31,7,2,52,4,0
24,156,221,3,0,0.57,8,9,35,1,0
25,175,370,6,24,0.6,7,1,1,2,0
14,46,138,45,3,0.96,5,8,49,2,0
19,14,130,48,43,0.35,2,2,52,2,0
27,32,396,46,30,0.28,1,0,51,1,0
9,156,471,25,40,0.32,9,2,23,2,0
28,131,192,45,33,0.61,6,8,45,1,0
17,134,49,21,17,0.64,9,4,23,3,0
19,52,486,12,35,0.21,6,0,28,2,0
2,153,352,49,39,0.13,3,4,11,5,0
9,177,312,8,35,0.35,9,7,26,4,0
27,85,477,5,11,0.38,3,7,6,4,0
15,48,100,31,22,0.6,7,7,42,3,0
23,144,320,21,17,0.63,1,0,26,4,0
8,126,341,31,49,0.8,9,2,41,2,0
11,145,89,12,10,0.52,7,7,1,2,0
21,62,61,20,26,0.88,1,6,41,1,0
26,98,147,17,44,0.33,3,7,36,5,0
3,64,26,10,31,0.61,4,6,23,4,0
17,154,108,46,20,0.72,1,0,23,2,0
12,94,93,14,27,0.31,6,8,2,3,0
26,80,369,42,24,0.78,2,7,21,4,0
3,156,39,31,16,0.31,0,2,2,1,1
9,81,456,43,5,0.59,6,7,33,4,0
11,44,70,23,0,0.57,6,0,45,5,0
29,122,127,40,2,0.41,7,6,32,4,0
15,126,403,2,11,0.78,3,9,38,3,0
20,189,328,31,38,0.75,6,3,52,3,0
26,186,57,19,23,0.76,6,0,33,3,0
22,151,450,39,43,0.25,0,4,53,4,0
8,29,143,16,5,0.75,8,5,14,2,0
9,103,416,17,44,0.65,1,9,9,1,0
12,154,366,30,20,0.5,9,2,19,1,0
10,101,486,47,28,0.87,9,2,32,3,0
15,189,372,26,36,0.6,0,6,28,2,0
14,199,142,39,44,0.45,3,9,6,1,0
19,132,382,24,26,0.21,0,7,51,3,0
23,12,167,24,43,0.3,9,0,51,5,0
1,127,464,18,24,0.91,2,4,44,2,0
2,94,352,9,7,0.58,5,0,31,3,1
14,105,254,31,43,0.83,3,6,3,1,0
9,196,399,38,24,0.58,0,2,52,2,0
9,36,410,15,0,0.95,1,3,26,4,0
27,80,417,19,35,0.95,2,8,23,5,0
10,117,496,39,0,0.83,2,9,28,4,0
2,52,97,26,36,0.75,6,3,26,3,0
1,89,281,1,4,0.13,0,0,25,1,1
9,195,464,45,2,0.29,3,8,35,1,0
14,40,216,32,26,0.85,5,0,14,4,0
9,125,347,19,35,0.31,8,4,35,5,0
16,193,62,24,10,0.63,1,5,52,4,0
27,58,381,24,5,0.33,1,5,22,5,0
29,142,367,17,48,0.44,0,1,9,3,0
25,196,486,5,2,0.28,1,1,15,5,0
18,34,293,39,39,0.53,2,1,41,2,0
22,113,60,28,21,0.32,0,3,33,2,0
21,183,82,35,15,0.71,0,5,38,2,0
18,114,236,34,28,0.26,4,4,57,3,0
27,96,341,2,3,0.48,5,7,23,2,0
29,11,447,16,5,0.18,5,2,48,3,0
25,38,373,25,22,0.25,8,7,2,4,0
25,31,99,23,47,0.69,4,0,31,2,0
8,91,496,34,41,0.83,9,0,6,2,0
26,187,400,38,20,0.4,2,6,35,4,0
15,143,275,17,12,0.32,3,3,58,5,0
23,121,85,36,12,0.91,9,0,55,1,0
22,32,273,26,48,0.97,7,2,58,5,0
17,176,209,13,10,0.94,3,2,32,4,0
3,140,383,38,23,0.52,6,1,3,3,0
17,124,320,48,27,0.26,0,8,32,4,0
23,182,462,25,11,0.32,7,0,44,2,0
16,143,128,47,29,0.85,3,6,24,5,0
23,43,478,6,22,0.74,5,7,28,4,0
29,196,44,37,6,0.34,2,1,25,1,0
28,63,435,44,0,0.55,3,8,56,5,0
28,127,310,7,24,0.7,7,4,26,4,0
18,149,444,39,14,0.82,8,9,8,4,0
18,38,495,31,11,0.99,6,4,24,3,0
28,182,270,25,49,0.95,4,5,36,1,0
13,54,57,25,3,0.65,6,3,21,5,0
28,124,239,5,22,0.65,1,3,26,1,0
19,161,140,32,44,0.47,8,5,48,4,0
23,187,105,17,35,0.72,2,4,33,5,0
9,38,376,31,25,0.54,1,6,38,4,0
2,13,91,4,11,0.52,2,4,23,5,1
17,55,350,35,48,0.85,1,9,21,3,0
25,97,265,2,37,0.64,8,6,51,5,0
20,71,229,16,48,0.53,3,6,11,4,0
16,110,118,37,14,0.19,4,5,21,3,0
11,157,493,3,41,1.0,1,7,34,5,0
10,96,253,1,14,0.14,6,9,39,4,0
15,146,361,35,30,0.44,7,7,25,5,0
23,62,315,12,27,0.47,2,4,39,3,0
25,110,83,3,18,0.61,2,0,39,2,0
16,92,353,24,10,0.45,5,4,5,2,0
14,142,193,36,20,0.86,1,9,33,1,0
10,61,420,46,41,0.35,8,8,14,5,0
2,152,419,21,17,0.22,2,8,52,2,1
2,71,141,10,45,0.16,9,8,12,5,0
18,58,184,8,26,0.78,1,3,47,2,0
23,147,178,6,47,0.37,4,4,59,4,0
2,64,213,7,30,0.82,2,6,56,1,0
27,132,251,14,4,0.13,2,9,26,1,0
21,144,414,11,21,0.98,7,8,16,4,0
18,11,133,41,16,0.56,9,5,20,3,0
17,36,139,45,10,0.3,9,4,20,2,0
7,33,180,1,10,0.56,9,9,37,4,0
7,88,106,44,20,0.44,9,7,10,5,0
14,130,411,10,35,0.64,3,3,36,3,0
12,32,39,18,22,0.5,0,4,42,3,0
7,106,161,39,1,0.47,4,4,18,3,0
19,145,385,44,17,0.5,0,4,36,3,0
28,117,177,5,3,0.36,9,3,18,3,0
29,39,347,33,42,0.17,3,5,37,5,0
2,161,354,32,2,0.66,6,1,27,1,1
16,194,416,24,23,0.73,6,8,45,4,0
10,166,461,41,45,0.3,5,2,34,5,0
22,190,360,1,48,0.88,6,9,59,2,0
25,157,307,6,27,0.8,9,8,50,2,0
3,76,383,6,42,0.58,5,1,22,1,0
17,149,203,37,16,0.69,3,5,43,5,0
28,85,473,25,44,0.49,7,8,25,4,0
7,131,228,17,42,0.18,9,9,42,2,0
25,99,251,27,27,0.62,5,5,33,4,0
28,120,157,17,40,0.14,1,7,3,3,0
18,66,389,13,11,0.76,1,3,43,4,0
1,55,185,10,48,0.77,1,5,55,4,0
12,73,371,11,5,0.99,2,2,27,2,0
3,58,178,21,49,0.2,7,1,6,1,0
17,44,70,5,24,0.64,4,7,42,1,0
2,22,378,6,5,0.26,4,8,33,1,1
20,49,256,35,3,0.33,1,8,55,3,0
17,196,35,31,38,0.23,0,1,5,1,0
21,27,367,42,2,0.46,2,5,1,3,0
4,196,36,49,27,0.26,5,9,38,4,0
15,196,409,49,11,0.92,5,6,49,4,0
16,43,387,40,43,0.85,2,3,43,3,0
4,82,343,8,9,0.71,0,1,19,1,1
17,178,389,30,26,0.15,5,2,34,3,0
26,78,362,15,14,0.94,3,5,7,2,0
19,92,301,5,49,0.95,7,8,40,5,0
19,145,277,21,24,0.11,1,3,27,1,0
25,97,71,12,4,0.33,8,9,43,4,0
21,17,247,20,6,0.33,2,8,26,2,0
25,23,90,26,43,0.59,6,2,16,1,0
6,145,265,2,41,0.23,8,8,18,5,0
17,162,489,2,19,0.33,3,6,5,3,0
1,19,289,43,3,0.13,1,2,58,3,0
17,111,243,34,23,0.35,7,5,42,1,0
28,117,440,34,32,0.75,9,7,44,1,0
29,19,259,22,38,0.62,4,4,37,5,0
1,97,463,33,13,0.56,5,6,1,2,0
21,66,77,31,29,0.55,9,0,8,3,0
28,94,379,31,18,0.91,4,1,52,1,0
12,95,140,13,40,0.46,0,1,32,2,0
6,77,116,14,24,0.48,0,0,20,5,0
21,176,279,8,32,0.98,3,9,56,4,0
14,193,292,8,49,0.3,4,0,20,3,0
13,152,121,19,4,0.31,0,4,34,2,0
21,143,65,45,36,0.6,4,0,52,3,0
12,94,289,37,42,0.92,9,7,31,3,0
21,91,54,16,23,0.52,2,5,56,3,0
2,34,469,18,30,0.1,4,0,16,3,0
28,38,63,8,5,0.92,1,8,38,3,0
25,88,98,37,7,0.63,2,7,19,1,0
2,12,402,13,41,0.66,0,7,31,2,0
15,182,367,24,4,0.17,2,5,48,5,0
23,180,166,24,23,0.83,9,1,37,2,0
10,142,359,27,0,0.67,7,3,52,5,0
16,26,371,14,18,0.86,4,7,29,3,0
1,175,499,29,11,0.39,9,3,22,3,1
14,27,403,8,9,0.92,0,5,26,5,0
7,21,233,14,31,0.13,2,8,28,1,0
22,49,476,11,0,0.7,3,2,36,4,0
22,120,231,38,42,0.24,3,5,21,2,0
3,151,314,17,39,0.41,6,8,40,1,0
5,46,348,40,47,0.45,0,7,38,2,0
22,120,425,21,16,0.68,0,0,44,4,0
18,100,483,49,23,0.78,7,3,5,2,0
10,82,191,49,22,0.67,7,8,10,1,0
5,194,149,24,11,0.9,6,5,53,2,1
7,128,80,26,45,0.45,9,7,10,1,0
28,173,246,49,48,0.91,1,9,34,3,0
20,101,294,45,30,0.67,4,7,35,1,0
6,15,137,9,40,0.71,3,5,2,4,0
13,127,163,16,44,0.17,6,9,1,5,0
8,94,206,42,26,0.88,5,1,22,1,0
8,93,206,30,14,0.78,7,9,35,3,0
29,54,356,14,12,0.39,9,4,54,2,0
12,199,111,35,32,0.24,2,2,2,1,0
29,106,101,11,36,0.7,9,1,12,3,0
18,69,498,29,9,0.3,9,9,28,3,0
15,188,185,2,35,0.17,6,1,16,2,0
20,195,388,12,35,0.8,9,7,25,3,0
7,103,162,40,3,0.95,5,1,29,5,0
16,129,74,41,41,0.42,8,9,57,3,0
14,131,381,46,40,0.55,1,1,23,2,0
14,163,105,12,14,0.21,8,7,18,3,0
10,137,396,6,1,0.74,7,5,13,1,0
10,24,399,39,49,0.86,0,0,2,1,0
22,101,477,19,17,0.89,1,7,33,3,0
16,163,362,29,35,0.77,4,1,14,5,0
29,67,442,33,30,0.92,7,6,57,5,0
25,33,283,22,16,0.68,7,1,40,2,0
10,155,302,10,18,0.27,0,5,38,3,0
23,45,289,46,34,0.77,1,6,51,4,0
12,78,270,39,22,0.51,5,7,6,2,0
3,87,156,33,17,0.52,5,9,52,5,0
22,134,211,1,46,0.4,1,0,55,2,0
18,91,254,48,10,0.86,2,7,14,4,0
27,193,71,29,49,0.55,6,6,17,4,0
20,16,446,19,3,0.92,3,8,5,3,0
5,91,29,44,48,0.72,6,7,32,2,0
7,97,124,17,31,0.49,0,4,52,2,0
16,143,242,21,18,0.6,2,7,44,2,0
17,160,127,25,18,0.41,2,6,38,3,0
10,144,205,19,35,0.9,1,5,6,1,0
26,152,178,18,30,0.24,7,4,40,3,0
27,39,484,19,24,0.37,1,7,13,4,0
3,184,48,2,36,0.48,1,8,29,4,0
19,18,331,9,48,0.95,5,3,20,1,0
25,88,269,23,23,0.72,0,6,41,5,0
2,171,459,49,26,0.65,0,9,43,2,0
7,33,384,16,33,0.16,4,2,18,2,0
17,12,64,33,25,0.54,2,0,33,3,0
6,49,241,22,18,0.16,0,9,55,5,0
3,44,66,38,30,0.75,8,0,46,4,0
20,77,266,19,4,0.59,2,8,59,1,0
3,103,209,44,5,0.41,8,8,55,3,0
5,83,39,24,18,0.26,5,1,48,1,1
25,139,106,12,0,0.26,6,0,55,5,0
5,43,182,33,13,0.92,1,8,2,4,0
12,96,116,34,8,0.39,2,6,49,3,0
26,150,293,46,45,0.52,6,5,52,3,0
14,112,476,44,31,0.16,1,1,29,3,0
23,94,335,19,1,0.15,1,7,12,2,0
16,152,366,29,49,0.4,7,9,51,1,0
21,198,404,39,11,0.67,8,9,14,1,0
23,86,145,41,36,0.6,6,4,29,4,0
15,77,440,6,10,0.61,9,6,57,4,0
15,49,306,4,42,0.82,2,9,46,4,0
29,54,201,24,11,0.52,0,0,29,4,0
2,158,291,33,22,0.98,5,0,1,5,0
22,64,426,34,45,0.5,3,5,32,4,0
15,190,400,46,26,0.71,9,2,45,2,0
16,64,173,27,32,0.97,6,8,41,1,0
18,150,465,33,46,0.67,4,1,54,3,0
9,95,237,28,29,0.96,8,6,45,2,0
13,61,493,35,8,0.29,8,5,7,4,0
2,130,237,24,33,0.57,1,8,39,3,0
20,196,156,33,28,0.43,9,5,38,5,0
16,143,290,43,1,0.83,3,2,1,4,0
26,135,409,9,35,0.64,4,8,59,4,0
17,172,429,40,20,0.35,6,7,51,2,0
27,174,397,16,11,0.55,7,7,47,2,0
18,116,313,9,31,0.48,2,3,47,4,0
14,195,455,17,32,0.59,4,6,57,3,0
11,128,345,48,39,0.61,9,2,28,4,0
24,178,99,38,15,0.51,6,4,55,5,0
9,36,374,17,44,0.45,7,4,10,1,0
12,82,239,38,13,0.51,6,2,10,5,0
2,116,464,37,43,0.47,9,9,56,4,0
4,20,394,47,20,0.3,7,0,55,4,0
24,157,98,35,32,0.67,9,4,39,3,0
11,171,132,39,18,0.74,4,4,39,2,0
6,138,396,4,32,0.57,1,9,16,1,0
25,190,364,44,49,0.95,3,2,17,2,0
15,48,243,45,24,0.21,3,5,19,3,0
18,150,423,17,0,0.88,6,6,20,3,0
26,97,197,35,40,0.85,1,3,36,5,0
4,119,248,47,16,0.51,9,4,31,2,0
13,106,171,5,49,0.42,7,5,37,3,0
3,192,424,47,19,0.48,7,0,41,2,1
25,116,104,17,36,0.13,0,4,2,1,0
17,95,283,28,18,0.56,2,2,59,3,0
16,183,117,2,24,0.39,7,3,33,1,0
15,157,56,14,39,0.29,3,8,44,3,0
27,33,387,34,43,0.48,6,1,24,5,0
23,151,360,20,7,0.11,1,9,15,5,0
29,187,394,29,34,0.93,0,3,21,3,0
25,173,342,31,12,0.41,6,9,42,4,0
17,16,319,14,22,0.65,3,9,36,4,0
14,20,54,26,30,0.73,0,0,56,2,0
27,45,231,39,11,0.11,9,5,5,2,0
21,145,244,1,37,0.28,0,2,46,4,0
16,126,405,36,38,0.41,1,4,40,5,0
13,72,489,15,11,0.72,6,9,37,5,0
16,106,306,44,19,0.75,5,1,25,5,0
2,56,425,18,25,0.12,4,1,11,3,0
21,61,230,14,2,0.65,9,9,52,1,0
20,166,257,29,31,0.92,8,7,13,5,0
8,65,30,45,20,0.69,4,9,32,5,0
21,111,412,3,35,0.42,8,0,45,1,0
29,143,279,22,42,0.95,8,3,41,4,0
24,80,490,34,1,0.7,2,3,56,5,0
6,135,353,9,3,0.71,0,6,25,2,1
4,15,68,7,46,0.17,2,8,23,4,0
2,71,216,9,23,0.94,1,6,51,4,0
24,139,140,29,1,0.3,6,5,20,2,0
12,38,376,8,15,0.33,1,2,52,1,0
11,150,339,1,8,0.51,5,2,38,1,0
20,125,239,12,29,0.4,0,4,24,1,0
25,93,137,25,41,0.39,6,7,26,4,0
15,60,444,12,16,0.32,8,9,32,1,0
29,133,251,26,22,0.13,7,0,4,2,0
9,126,240,25,42,0.52,7,3,39,4,0
26,64,51,9,3,0.31,4,4,33,3,0
18,111,466,47,36,0.29,1,2,50,1,0
5,97,252,35,13,0.36,5,3,51,1,0
10,21,237,27,15,0.16,0,1,44,3,0
5,34,409,7,12,0.39,4,5,28,1,1
2,77,494,32,34,0.16,5,8,43,2,0
20,37,74,26,5,0.25,5,7,21,2,0
25,47,210,29,45,0.42,8,8,58,2,0
29,104,371,20,31,0.33,4,3,5,3,0
8,107,453,20,0,0.29,5,0,10,5,0
10,183,67,34,33,0.6,5,3,36,3,0
12,104,478,33,0,0.11,5,8,7,4,0
15,113,423,20,12,0.91,9,6,11,3,0
10,91,332,10,8,0.46,4,8,25,1,0
4,96,176,22,29,0.75,6,0,19,5,0
25,68,309,38,4,0.77,6,8,54,4,0
26,178,316,36,15,0.63,5,1,13,2,0
28,53,103,11,32,0.35,7,3,31,3,0
25,129,255,2,44,0.8,4,7,5,3,0
2,173,53,5,31,0.46,1,9,39,2,0
2,59,28,22,8,0.9,8,9,1,1,0
27,148,46,43,35,0.49,6,7,4,1,0
27,120,333,36,18,0.13,7,7,5,3,0
24,80,341,8,38,0.25,3,1,17,5,0
28,101,137,23,29,0.92,9,2,2,2,0
17,36,44,21,13,0.35,2,5,3,5,0
1,35,38,29,45,0.61,5,8,18,5,0
9,157,291,34,46,0.54,5,2,33,3,0
1,179,379,8,21,0.52,7,3,25,4,0
24,180,423,40,10,0.3,0,3,25,5,0
8,135,377,38,48,0.32,4,7,6,4,0
2,48,193,2,32,0.65,4,0,47,1,0
9,34,427,42,36,0.32,4,5,51,3,0
8,43,479,23,39,0.7,1,1,56,3,0
13,146,186,12,35,0.87,8,9,13,5,0
14,40,487,10,48,0.67,8,0,2,4,0
23,173,392,31,47,0.56,2,9,3,5,0
15,124,149,21,49,0.43,6,4,37,5,0
27,167,308,7,39,0.82,4,6,56,4,0
12,27,25,33,14,0.97,9,9,15,4,0
29,107,460,12,16,0.49,2,6,14,4,0
3,198,252,27,21,0.7,7,6,58,4,0
16,140,427,2,30,0.58,1,0,41,3,0
7,42,196,14,7,0.14,0,4,52,3,0
29,166,206,4,30,0.86,9,0,55,3,0
12,96,140,8,39,0.76,1,0,38,4,0
3,92,287,16,45,0.3,6,5,11,4,0
5,61,463,3,1,0.98,8,2,10,2,1
20,113,225,38,24,0.37,7,1,43,3,0
18,104,234,3,2,0.44,3,2,35,1,0
1,120,44,1,14,0.85,7,2,46,2,1
26,188,461,26,26,0.13,1,9,12,1,0
15,113,206,33,8,0.2,3,4,13,3,0
10,30,74,8,37,0.55,6,4,39,2,0
21,71,454,5,24,0.67,8,2,21,3,0
21,97,297,3,24,0.18,4,1,33,2,0
25,75,403,22,42,0.88,6,7,2,5,0
1,186,478,10,10,0.81,3,1,25,5,1
25,95,347,8,15,0.58,5,5,50,1,0
8,75,130,9,49,0.13,9,8,54,1,0
9,51,383,41,49,0.38,4,3,2,1,0
14,138,480,21,11,0.68,2,5,27,2,0
1,77,90,8,32,0.51,2,6,51,3,0
25,162,156,35,6,0.63,5,8,50,4,0
28,82,305,33,44,0.46,0,7,1,5,0
26,61,80,13,1,0.5,0,8,10,1,0
8,49,282,31,41,0.2,0,1,20,3,0
13,167,142,4,45,0.84,5,0,37,4,0
24,90,99,9,12,0.98,0,4,28,4,0
14,168,331,26,16,0.61,8,6,14,2,0
13,14,460,16,4,0.45,5,8,44,2,0
21,193,320,25,49,0.44,6,6,17,4,0
3,134,279,21,37,0.72,3,3,55,5,0
8,28,327,15,8,0.4,1,8,46,1,0
19,48,331,11,33,0.52,5,5,3,1,0
25,98,173,40,9,0.54,3,9,6,4,0
2,34,56,48,17,0.72,9,2,9,4,0
29,192,278,33,35,0.39,7,1,55,5,0
2,132,163,27,37,0.94,1,8,50,3,0
2,145,35,33,27,0.93,3,5,45,4,0
10,38,270,33,41,0.12,5,2,55,4,0
29,49,211,10,17,0.48,8,5,45,2,0
13,93,218,14,28,0.22,5,1,2,5,0
20,34,312,12,9,0.63,0,5,54,3,0
5,118,171,40,32,0.53,6,0,45,4,0
22,143,75,43,11,0.47,6,4,7,2,0
18,110,430,48,8,0.15,6,9,11,5,0
17,112,176,15,4,0.75,3,4,21,1,0
11,137,368,15,45,0.89,0,0,24,1,0
3,47,178,44,29,0.14,8,4,5,5,0
12,187,207,22,45,0.51,7,1,27,1,0
2,111,293,11,12,0.43,8,4,7,4,1
17,70,112,41,14,0.76,0,4,16,3,0
8,49,499,47,24,0.22,6,4,37,3,0
28,45,315,15,36,0.31,0,3,42,1,0
15,51,48,39,34,0.16,2,1,41,4,0
27,169,489,4,34,0.7,8,6,21,1,0
7,181,269,6,31,0.24,2,8,1,5,0
27,107,342,46,18,0.67,0,5,30,1,0
16,30,299,46,39,0.45,5,2,41,1,0
19,129,243,29,3,0.29,8,8,28,5,0
11,178,141,43,47,0.52,8,5,7,2,0
23,136,153,31,30,0.46,9,6,38,5,0
29,198,480,29,1,0.51,3,5,19,4,0
1,163,466,14,26,0.19,3,5,44,1,0
20,24,233,45,3,0.87,0,2,5,2,0
25,136,197,30,43,0.46,6,5,21,5,0
8,128,72,16,46,0.95,2,1,25,2,0
23,126,76,37,9,0.61,3,3,56,2,0
17,140,405,19,42,0.87,5,4,12,2,0
25,166,130,3,5,0.87,2,9,37,3,0
11,102,104,45,3,0.86,2,6,36,3,0
4,85,384,25,49,0.18,0,0,20,5,0
26,39,153,20,20,0.58,2,9,24,1,0
8,18,185,12,5,0.7,8,3,36,2,0
11,15,77,11,22,0.52,7,7,28,4,0
7,67,107,6,21,0.98,9,3,40,3,0
21,192,122,2,11,0.22,3,6,58,4,0
8,62,40,9,24,0.49,5,0,22,3,0
26,58,468,21,41,0.96,6,1,28,3,0
29,195,468,24,3,0.49,6,4,19,5,0
28,130,24,12,14,0.32,4,0,13,2,0
28,66,417,41,8,0.24,0,1,43,3,0
6,111,406,7,19,0.98,3,4,11,5,1
14,40,229,30,4,0.27,4,0,32,4,0
10,101,326,23,40,0.27,8,0,52,5,0
20,81,24,39,26,0.28,3,4,6,5,0
4,49,132,20,42,0.58,9,1,49,1,0
28,117,377,46,18,0.44,0,6,32,2,0
17,144,251,42,46,0.71,4,0,32,5,0
25,156,483,29,41,0.31,4,6,44,3,0
25,121,26,40,39,0.86,3,4,8,3,0
16,131,35,14,19,0.63,1,6,50,4,0
12,162,38,30,41,0.37,9,9,34,5,0
25,58,449,20,25,0.9,4,3,15,1,0
15,95,235,14,46,0.36,7,9,46,1,0
5,116,400,25,30,0.19,2,6,19,3,0
24,112,352,37,20,0.5,1,0,45,5,0
13,196,294,49,20,0.7,4,0,45,5,0
20,72,411,21,17,0.24,1,2,58,4,0
19,76,352,22,48,0.59,4,6,5,1,0
27,32,72,18,34,0.91,8,1,42,2,0
4,68,82,49,43,0.3,1,9,38,5,0
1,131,314,12,24,0.85,0,7,31,4,0
7,12,217,31,12,0.63,8,6,54,4,0
27,104,130,30,48,0.9,7,8,55,3,0
29,76,387,10,42,0.84,8,4,44,5,0
16,37,309,41,24,0.44,0,0,41,5,0
19,95,131,39,48,0.43,0,0,33,1,0
1,144,414,46,9,0.92,9,1,55,3,1
12,81,409,45,28,0.95,5,3,5,1,0
26,59,118,20,20,1.0,8,1,42,1,0
15,57,319,33,30,0.57,6,1,50,5,0
11,144,310,26,40,0.58,3,9,54,5,0
27,27,480,14,42,0.31,3,6,4,5,0
28,159,370,33,23,0.26,7,6,38,1,0
24,71,483,8,7,0.77,4,2,55,2,0
27,155,482,33,41,0.47,8,3,11,3,0
10,177,402,48,10,0.13,5,2,39,4,0
13,66,451,49,7,0.34,2,3,26,1,0
21,33,320,24,18,0.86,7,8,19,4,0
23,108,173,26,6,0.21,5,9,47,4,0
21,160,388,26,27,0.86,3,4,43,4,0
15,21,313,7,3,0.93,9,4,1,4,0
28,128,368,31,8,0.58,4,2,59,2,0
23,182,50,6,12,0.44,7,0,10,1,0
5,119,264,1,10,0.11,4,2,42,1,1
15,48,192,6,36,0.7,1,3,46,2,0
10,17,335,29,45,0.14,1,0,26,4,0
10,83,221,5,9,0.1,9,4,5,1,0
8,129,309,33,13,0.38,8,7,6,1,0
1,81,200,27,41,0.32,2,6,42,3,0
21,91,121,41,46,0.47,7,1,42,4,0
11,44,458,40,20,0.86,7,7,30,2,0
12,195,273,17,16,0.68,3,1,32,1,0
17,35,281,20,7,0.28,7,5,47,1,0
25,181,121,17,3,0.52,7,9,10,4,0
22,57,161,45,1,0.51,5,7,58,5,0
17,91,59,47,10,0.69,6,3,27,1,0
24,184,339,14,48,0.43,3,8,52,3,0
28,192,290,6,17,0.71,8,2,28,2,0
9,143,371,6,2,0.3,4,3,8,4,0
9,56,217,45,10,0.46,3,2,37,1,0
6,121,448,46,19,0.21,7,0,28,2,0
9,151,301,29,15,0.93,0,4,15,3,0
4,91,193,29,45,0.84,2,2,38,5,0
22,100,389,9,4,0.34,4,4,36,3,0
5,195,280,8,31,0.86,3,4,1,3,0
23,89,225,49,13,0.51,1,1,43,3,0
4,104,152,8,7,0.54,1,9,17,3,1
4,59,376,13,36,0.42,2,9,36,5,0
3,27,266,2,38,0.4,2,1,41,4,0
6,99,456,14,32,0.34,0,7,40,4,0
3,40,194,11,4,0.72,3,4,26,3,1
26,108,106,31,4,0.78,8,7,51,4,0
28,109,499,39,10,0.49,3,2,39,3,0
14,175,27,1,18,0.61,2,5,2,2,0
6,55,233,35,11,0.62,2,3,31,4,0
5,47,190,16,26,0.13,9,9,39,4,0
3,44,461,42,45,0.85,7,3,32,2,0
28,118,188,28,13,0.63,5,3,53,4,0
26,195,453,11,29,0.62,2,4,17,5,0
20,127,85,15,22,0.88,7,4,42,1,0
22,160,39,9,18,0.22,2,1,47,2,0
24,76,108,20,24,0.4,8,4,28,3,0
3,183,122,9,28,0.4,1,9,44,5,0
20,109,109,36,26,0.59,4,3,56,3,0
13,103,391,46,13,0.33,7,1,18,4,0
13,61,183,38,7,1.0,4,4,37,4,0
5,21,476,38,12,0.87,1,9,6,4,0
2,65,308,33,47,0.37,4,6,20,5,0
22,18,134,1,34,0.22,5,8,34,1,0
16,122,195,45,34,0.74,8,5,43,5,0
27,176,274,41,21,0.94,8,1,6,4,0
3,57,183,33,23,0.71,3,4,47,1,0
13,20,330,46,45,0.95,0,5,54,1,0
15,146,420,36,0,0.31,3,4,13,1,0
2,56,292,1,23,0.74,1,1,31,3,0
10,146,142,18,21,0.88,6,7,16,2,0
15,82,386,36,13,0.6,6,4,37,3,0
21,174,76,47,29,0.14,8,3,58,2,0
3,119,324,39,3,0.48,6,0,3,3,1
6,143,243,48,28,0.35,5,7,3,3,0
29,116,92,7,6,0.75,9,4,42,1,0
1,63,302,47,49,0.74,5,4,54,2,0
15,170,305,14,19,0.14,5,8,5,1,0
27,185,114,44,11,0.99,9,6,1,3,0
5,166,304,48,39,0.5,1,6,48,5,0
12,149,358,12,38,0.19,7,9,38,4,0
3,167,329,22,1,0.31,5,3,50,5,1
1,42,29,40,20,0.92,1,9,53,4,0
13,121,80,5,36,0.8,7,3,32,5,0
19,56,383,6,15,0.39,1,8,13,4,0
